,state,county,Per Capita Income 2021,Adjusted Per Capita Personal Income 2021,Count of Associate Degrees,Count of Bachelor Degrees or Higher,Percent of No College,Percent of Associate Degrees,Percent of Bachelor Degrees of Higher,costIndex,Lat,Lng
747,KS,"Lyon, KS",46177,53383.82,5942,5349,43.32,29.83,26.85,86.5,38.4573987,-96.1683124
748,KS,"Greeley, KS",93667,108285.55,242,192,39.72,33.61,26.67,86.5,38.3666861,-95.1269156
749,KS,"Morris, KS",52926,61186.13,1244,1079,43.05,30.5,26.45,86.5,38.6908906,-96.6707526
750,KS,"Graham, KS",62383,72119.08,570,466,41.53,32.17,26.3,86.5,39.34062,-99.8980624
751,KS,"Mitchell, KS",71245,82364.16,1600,1063,34.69,39.24,26.07,86.5,39.3863019,-98.2112629
752,KS,"Cheyenne, KS",65154,75322.54,704,494,36.92,37.07,26.01,86.5,39.1766771,-98.6389607
753,KS,"Lincoln, KS",56308,65095.95,874,545,32.879999999999995,41.34,25.78,86.5,39.0408395,-98.1447743
754,KS,"Thomas, KS",51579,59628.9,2261,1256,29.68,45.21,25.11,86.5,39.3529613,-101.0810229
755,KS,"Scott, KS",60794,70282.08,994,800,44.28999999999999,30.87,24.84,86.5,38.516138,-100.938986
756,KS,"Jefferson, KS",52892,61146.82,4066,3274,45.00999999999999,30.46,24.53,86.5,39.2405893,-95.391413
757,KS,"Dickinson, KS",49255,56942.2,4777,3168,39.09,36.62,24.29,86.5,38.8790615,-97.1893341
758,KS,"Rooks, KS",49795,57566.47,1267,857,39.81999999999999,35.9,24.28,86.5,39.3494127,-99.3216587
759,KS,"Wabaunsee, KS",58400,67514.45,1716,1144,39.93,36.04,24.03,86.5,39.146109,-96.346109
760,KS,"Cloud, KS",47195,54560.69,2251,1421,37.98,38.02,24.0,86.5,39.4850226,-97.6705137
761,KS,"Kiowa, KS",57085,65994.22,551,383,41.620000000000005,34.44,23.94,86.5,37.0172493,-98.4853539
762,KS,"Ottawa, KS",50373,58234.68,1489,975,39.53,36.54,23.93,86.5,38.6153828,-95.2678474
763,KS,"Sheridan, KS",56735,65589.6,645,433,40.739999999999995,35.46,23.8,86.5,39.52423,-100.519229
764,KS,"Kingman, KS",52283,60442.77,1886,1210,39.260000000000005,37.0,23.74,86.5,37.6458491,-98.1136734
765,KS,"Ellsworth, KS",47749,55201.16,1625,1067,40.15,36.13,23.72,86.5,38.7305648,-98.2281126
766,KS,"Coffey, KS",58867,68054.34,2152,1389,39.78,36.6,23.62,86.5,38.235413,-95.7498925
767,KS,"Russell, KS",53679,62056.65,2050,1152,34.49,41.94,23.57,86.5,38.895289,-98.859806
768,KS,"Sumner, KS",48658,56252.02,5427,3671,41.61,34.83,23.56,86.5,37.2435967,-97.4792142
769,KS,"Gray, KS",64859,74981.5,1216,881,44.17999999999999,32.37,23.45,86.5,37.7221896,-100.4373907
770,KS,"Wichita, KS",59792,69123.7,560,344,38.67,37.99,23.34,86.5,37.6922361,-97.3375448
771,KS,"Phillips, KS",64720,74820.81,1326,869,41.43000000000001,35.38,23.19,86.5,39.7961542,-99.346586
772,KS,"Lane, KS",75517,87302.89,422,244,37.760000000000005,39.44,22.8,86.5,38.4397392,-95.0821916
773,KS,"Geary, KS",52135,60271.68,8689,4099,28.910000000000004,48.3,22.79,86.5,38.9885445,-96.7619968
774,KS,"Cowley, KS",44888,51893.64,9021,5264,38.3,38.96,22.74,86.5,37.2413155,-96.8675685
775,KS,"Trego, KS",61938,71604.62,906,473,34.8,42.84,22.36,86.5,38.9289979,-99.9130572
776,KS,"Rush, KS",62819,72623.12,847,463,38.03,40.07,21.9,86.5,38.5047752,-99.309214
777,KS,"Ness, KS",66087,76401.16,776,437,39.35,38.8,21.85,86.5,38.4713429,-99.9586896
778,KS,"Sherman, KS",52785,61023.12,1642,891,38.08,40.14,21.78,86.5,39.3412127,-101.7492408
779,KS,"Rice, KS",47894,55368.79,2477,1348,38.230000000000004,40.0,21.77,86.5,38.3266261,-98.2007179
780,KS,"Rawlins, KS",80389,92935.26,826,404,34.05,44.29,21.66,86.5,39.7904797,-101.0994722
781,KS,"Labette, KS",49538,57269.36,5144,2963,40.82000000000001,37.55,21.63,86.5,37.1899712,-95.3103729
782,KS,"Barton, KS",53532,61886.71,6534,3800,42.040000000000006,36.65,21.31,86.5,38.4683432,-98.776234
783,KS,"Smith, KS",58450,67572.25,970,566,42.63,36.23,21.14,86.5,39.796749,-98.7935393
784,KS,"Meade, KS",74713,86373.41,1007,560,40.870000000000005,38.0,21.13,86.5,37.2855796,-100.340145
785,KS,"Osborne, KS",55815,64526.01,1018,533,38.8,40.17,21.03,86.5,39.438899,-98.694795
786,KS,"Washington, KS",54905,63473.99,1176,811,48.53999999999999,30.46,21.0,86.5,39.818059,-97.050861
787,KS,"Bourbon, KS",47885,55358.38,3605,2023,41.660000000000004,37.37,20.97,86.5,37.8485797,-94.8679591
788,KS,"Atchison, KS",44710,51687.86,3035,2115,49.37,29.84,20.79,86.5,39.5632392,-95.1199452
789,KS,"Barber, KS",56193,64963.01,1156,638,42.11,37.3,20.59,86.5,37.2113342,-98.7033263
790,KS,"Grant, KS",43192,49932.95,1355,900,48.510000000000005,30.94,20.55,86.5,37.553026,-101.3067042
791,KS,"Doniphan, KS",48727,56331.79,1901,1027,41.65,37.88,20.47,86.5,39.7831556,-95.1776492
792,KS,"Decatur, KS",58270,67364.16,757,426,43.8,35.96,20.24,86.5,39.7940527,-100.472769
793,KS,"Montgomery, KS",43689,50507.51,8456,4410,41.099999999999994,38.71,20.19,86.5,37.1983948,-95.7628341
794,KS,"Franklin, KS",49652,57401.16,5990,3464,45.09,34.79,20.12,86.5,38.5720008,-95.3184483
795,KS,"Greenwood, KS",49675,57427.75,1536,879,44.760000000000005,35.13,20.11,86.5,37.8709542,-96.2471338
796,KS,"Jackson, KS",50620,58520.23,2978,1780,46.28999999999999,33.62,20.09,86.5,39.4030917,-95.8159647
797,KS,"Edwards, KS",68555,79254.34,805,418,41.31,38.63,20.06,86.5,37.8684743,-99.3245584
798,KS,"Woodson, KS",47014,54351.45,795,468,45.910000000000004,34.05,20.04,86.5,37.8811369,-95.7517113
799,KS,"Neosho, KS",47902,55378.03,4272,2153,40.32,39.68,20.0,86.5,37.5566345,-95.33166
800,KS,"Reno, KS",47918,55396.53,17563,8605,39.3,40.74,19.96,86.5,37.930344,-98.1055753
801,KS,"Cherokee, KS",51492,59528.32,4886,2743,44.519999999999996,35.53,19.95,86.5,37.3459447,-94.8088659
802,KS,"Gove, KS",69011,79781.5,663,375,44.910000000000004,35.19,19.9,86.5,38.9030073,-100.5073968
803,KS,"Jewell, KS",60881,70382.66,770,429,44.41,35.7,19.89,86.5,39.671399,-98.153661
804,KS,"Norton, KS",51714,59784.97,1604,778,40.349999999999994,40.17,19.48,86.5,39.833895,-99.891511
805,KS,"Osage, KS",50353,58211.56,3557,2140,48.230000000000004,32.32,19.45,86.5,38.6736049,-95.7367738
806,KS,"Wilson, KS",47962,55447.4,2096,1161,45.629999999999995,34.99,19.38,86.5,38.825011,-98.475344
807,KS,"Marshall, KS",50995,58953.76,2100,1301,49.83,30.98,19.19,86.5,39.7865054,-96.5255661
808,KS,"Brown, KS",51906,60006.94,2283,1245,45.74,35.11,19.15,86.5,39.824223,-95.5819952
809,KS,"Pawnee, KS",48441,56001.16,1876,950,43.6,37.44,18.96,86.5,38.1858758,-99.240825
810,KS,"Anderson, KS",52810,61052.02,1596,982,51.04,30.31,18.65,86.5,38.198077,-95.3067461
811,KS,"Hamilton, KS",71468,82621.97,335,305,61.05,20.39,18.56,86.5,37.9799986,-96.1646127
812,KS,"Logan, KS",63461,73365.32,848,353,37.42,44.19,18.39,86.5,39.661675,-99.570385
813,KS,"Wyandotte, KS",39143,45252.02,30879,19242,52.279999999999994,29.4,18.32,86.5,39.1090458,-94.767624
814,KS,"Allen, KS",49326,57024.28,3262,1551,43.58,38.24,18.18,86.5,37.8882168,-95.3170208
815,KS,"Stanton, KS",94353,109078.61,392,241,52.98,29.12,17.9,86.5,37.5691072,-101.7935648
816,KS,"Finney, KS",47523,54939.88,6521,3821,52.019999999999996,30.25,17.73,86.5,38.0452481,-100.8199963
817,KS,"Haskell, KS",70901,81966.47,825,445,50.019999999999996,32.47,17.51,86.5,37.5611249,-100.8840421
818,KS,"Elk, KS",47485,54895.95,594,332,51.16,31.33,17.51,86.5,37.4619149,-96.2528451
819,KS,"Linn, KS",48383,55934.1,2340,1204,48.81,33.8,17.39,86.5,38.1965927,-94.8578272
820,KS,"Comanche, KS",54928,63500.58,541,225,41.209999999999994,41.52,17.27,86.5,37.1960944,-99.2958383
821,KS,"Ford, KS",47052,54395.38,6347,3438,51.56,31.42,17.02,86.5,37.6361315,-99.754016
822,KS,"Kearny, KS",65779,76045.09,579,371,57.29,26.03,16.68,86.5,37.9960049,-101.3523356
823,KS,"Harper, KS",61799,71443.93,1328,623,48.67999999999999,34.93,16.39,86.5,37.2869552,-98.0257389
824,KS,"Morton, KS",58423,67541.04,675,298,46.739999999999995,36.95,16.31,86.5,37.1960735,-101.8099541
825,KS,"Chautauqua, KS",45394,52478.61,903,350,48.050000000000004,37.44,14.51,86.5,37.0203354,-96.1766559
826,KS,"Stevens, KS",52345,60514.45,1318,419,48.440000000000005,39.12,12.44,86.5,37.1929045,-101.3119354
827,KS,"Seward, KS",44209,51108.67,3589,1434,60.73,28.06,11.21,86.5,37.1850331,-100.8928434
828,NJ,"Somerset, NJ",113975,98936.63,44252,128232,25.249999999999993,19.18,55.57,115.2,40.2762189,-74.8490528
829,NJ,"Morris, NJ",107767,93547.74,69357,191526,24.729999999999997,20.01,55.26,115.2,39.9873346,-75.0443388
830,NJ,"Hunterdon, NJ",100288,87055.56,18811,48426,25.009999999999998,20.98,54.01,115.2,40.5770634,-74.9261552
831,NJ,"Bergen, NJ",97343,84499.13,133106,333509,29.11,20.22,50.67,115.2,40.7292686,-74.0656969
832,NJ,"Monmouth, NJ",92119,79964.41,103525,206917,28.97999999999999,23.68,47.34,115.2,40.2556264,-74.00419969992711
833,NJ,"Middlesex, NJ",70221,60955.73,119339,252313,34.64000000000001,20.99,44.37,115.2,40.5734911,-74.494037
834,NJ,"Hudson, NJ",72046,62539.93,83148,211641,38.74,17.28,43.98,115.2,40.74288,-74.134467
835,NJ,"Mercer, NJ",77911,67631.08,51378,108064,35.769999999999996,20.7,43.53,115.2,40.20479765,-74.63453332121965
836,NJ,"Burlington, NJ",69496,60326.39,86533,121559,34.160000000000004,27.38,38.46,115.2,40.0712218,-74.8648859
837,NJ,"Union, NJ",77007,66846.35,82647,140121,41.09,21.86,37.05,115.2,40.6976019,-74.2632024
838,NJ,"Sussex, NJ",71059,61683.16,28920,37222,34.96999999999999,28.43,36.6,115.2,41.2098177,-74.6076614
839,NJ,"Essex, NJ",74310,64505.21,121171,195110,41.239999999999995,22.51,36.25,115.2,40.7913922,-74.2479444
840,NJ,"Warren, NJ",63041,54723.09,20830,26189,38.04,27.45,34.51,115.2,40.60822,-74.51803
841,NJ,"Gloucester, NJ",62553,54299.48,56162,68388,38.45,27.75,33.8,115.2,39.783191,-75.030665
842,NJ,"Cape May, NJ",72010,62508.68,19406,23444,38.68000000000001,27.77,33.55,115.2,38.933431,-74.9214226
843,NJ,"Camden, NJ",61642,53508.68,94505,112738,40.71000000000001,27.04,32.25,115.2,39.9448402,-75.1198911
844,NJ,"Ocean, NJ",60823,52797.74,113965,129422,41.04,27.61,31.35,115.2,40.24801,-74.056551
845,NJ,"Passaic, NJ",59559,51700.52,70978,98692,49.230000000000004,21.24,29.53,115.2,40.8567663,-74.1284764
846,NJ,"Atlantic, NJ",58310,50616.32,49445,53098,44.42,26.8,28.78,115.2,39.45039355,-74.53584969687499
847,NJ,"Salem, NJ",57547,49953.99,12941,9552,48.940000000000005,29.38,21.68,115.2,39.5717796,-75.4671423
848,NJ,"Cumberland, NJ",47559,41283.85,25406,16899,58.39999999999999,24.98,16.62,115.2,39.3698374,-74.9407279
849,OH,"Delaware, OH",83603,91569.55,32036,74919,20.730000000000004,23.74,55.53,91.3,40.2986724,-83.067965
850,OH,"Warren, OH",69581,76211.39,38718,68681,31.65,24.64,43.71,91.3,41.237557,-80.818417
851,OH,"Franklin, OH",58689,64281.49,229819,352515,33.33,26.31,40.36,91.3,39.5589474,-84.3041074
852,OH,"Greene, OH",58363,63924.42,34995,44951,29.479999999999997,30.87,39.65,91.3,41.4620699,-80.7466207
853,OH,"Hamilton, OH",67845,74309.97,149793,214648,33.99,27.13,38.88,91.3,39.3995067,-84.5613428
854,OH,"Geauga, OH",78294,85754.65,17292,24359,35.400000000000006,26.82,37.78,91.3,41.4768249,-81.1850459
855,OH,"Union, OH",64967,71157.72,10389,13923,37.93000000000001,26.52,35.55,91.3,39.912295400000005,-84.30402153529596
856,OH,"Wood, OH",53892,59027.38,24519,27913,35.519999999999996,30.15,34.33,91.3,41.2776661,-83.6643025
857,OH,"Medina, OH",64371,70504.93,37880,42607,35.980000000000004,30.13,33.89,91.3,41.1383878,-81.8637474
858,OH,"Cuyahoga, OH",62790,68773.27,256765,292702,37.2,29.35,33.45,91.3,41.4301347,-81.6905558
859,OH,"Summit, OH",60771,66561.88,112190,124963,37.830000000000005,29.41,32.76,91.3,39.1266104,-84.6219297
860,OH,"Athens, OH",40663,44537.79,9758,11848,41.989999999999995,26.2,31.81,91.3,39.3289242,-82.1012479
861,OH,"Butler, OH",55636,60937.57,67396,76699,41.269999999999996,27.47,31.26,91.3,40.5886946,-82.4258375
862,OH,"Portage, OH",51995,56949.62,27230,31680,44.459999999999994,25.67,29.87,91.3,41.3267189,-83.6507668
863,OH,"Fairfield, OH",55185,60443.59,33204,30706,39.66000000000001,31.35,28.99,91.3,39.3458953,-84.5605031
864,OH,"Clermont, OH",64895,71078.86,41113,41092,42.25,28.88,28.87,91.3,39.07414,-84.182549
865,OH,"Montgomery, OH",54822,60046.0,125750,103483,37.25,34.42,28.33,91.3,39.2282432,-84.3539662
866,OH,"Lake, OH",58960,64578.31,54463,46967,38.839999999999996,32.84,28.32,91.3,39.341405800000004,-84.26704070255775
867,OH,"Hancock, OH",58966,64584.88,15366,14376,42.94,29.48,27.58,91.3,41.1553294,-83.8518834
868,OH,"Licking, OH",54525,59720.7,36634,32787,41.650000000000006,30.79,27.56,91.3,39.979887,-82.422012
869,OH,"Lucas, OH",54105,59260.68,98294,78159,39.790000000000006,33.54,26.67,91.3,40.7037641,-82.41847
870,OH,"Lorain, OH",54452,59640.74,72794,54343,40.76,33.92,25.32,91.3,41.4673238,-82.1781904
871,OH,"Erie, OH",58239,63788.61,17179,13315,42.970000000000006,32.13,24.9,91.3,41.0854133,-80.652812
872,OH,"Mahoning, OH",50968,55824.75,47920,40285,46.07000000000001,29.3,24.63,91.3,41.2589449,-81.0487057
873,OH,"Ottawa, OH",61102,66924.42,9738,7298,44.17,31.91,23.92,91.3,41.0192185,-84.0471666
874,OH,"Stark, OH",52426,57421.69,79378,61112,45.980000000000004,30.52,23.5,91.3,40.7214654,-81.4399734
875,OH,"Putnam, OH",57868,63382.26,6805,5252,46.7,30.08,23.22,91.3,39.9222898,-82.0079148
876,OH,"Miami, OH",54947,60182.91,23365,16693,45.709999999999994,31.67,22.62,91.3,39.187031,-84.694522
877,OH,"Knox, OH",52034,56992.33,12287,9172,47.17,30.25,22.58,91.3,39.2661831,-82.2857055
878,OH,"Wayne, OH",52817,57849.95,19271,17247,52.27,25.19,22.54,91.3,41.3014415,-83.4735393
879,OH,"Ashland, OH",45594,49938.66,9097,7846,52.52000000000001,25.49,21.99,91.3,40.8686147,-82.3175942
880,OH,"Clinton, OH",52090,57053.67,8912,5685,48.56,31.41,20.03,91.3,40.9267224,-81.6304022
881,OH,"Mercer, OH",59089,64719.61,7902,5256,51.53,29.11,19.36,91.3,40.6550474,-84.5855125
882,OH,"Wyandot, OH",54342,59520.26,4344,2961,52.4,28.31,19.29,91.3,40.7314466,-83.1196359
883,OH,"Shelby, OH",52547,57554.22,9474,6266,51.60000000000001,29.13,19.27,91.3,40.881436,-82.6618953
884,OH,"Trumbull, OH",46356,50773.27,37501,27419,54.589999999999996,26.23,19.18,91.3,41.6781106,-80.9539818
885,OH,"Auglaize, OH",54964,60201.53,9584,5961,50.0,30.83,19.17,91.3,41.187423,-84.411512
886,OH,"Clark, OH",47929,52496.17,29417,17423,49.12,31.95,18.93,91.3,40.4489547,-81.9023614
887,OH,"Washington, OH",50549,55365.83,13836,8070,49.32000000000001,32.01,18.67,91.3,39.5364511,-83.4390843
888,OH,"Allen, OH",50353,55151.15,22622,12902,48.63999999999999,32.71,18.65,91.3,40.30419,-84.671767
889,OH,"Pickaway, OH",49425,54134.72,10750,7555,54.86,26.51,18.63,91.3,39.52126,-82.922441
890,OH,"Defiance, OH",47933,52500.55,8304,4781,49.510000000000005,32.04,18.45,91.3,41.2844933,-84.3557802
891,OH,"Preble, OH",48600,53231.11,8394,5257,52.64,29.12,18.24,91.3,39.8125011,-84.6411162
892,OH,"Madison, OH",50124,54900.33,9030,5764,53.510000000000005,28.38,18.11,91.3,41.771163,-81.049819
893,OH,"Tuscarawas, OH",50625,55449.07,15322,11385,58.10000000000001,24.04,17.86,91.3,40.3947887,-81.4070577
894,OH,"Richland, OH",46366,50784.23,25076,15058,52.61,29.61,17.78,91.3,39.1870147,-82.5973848
895,OH,"Henry, OH",52568,57577.22,5990,3301,50.38000000000001,31.99,17.63,91.3,41.216989,-83.714767
896,OH,"Jefferson, OH",47413,51931.0,14113,8240,52.53,29.97,17.5,91.3,41.7383734,-80.7694236
897,OH,"Muskingum, OH",49160,53844.47,17034,10287,53.599999999999994,28.93,17.47,91.3,40.0064162,-81.9984697
898,OH,"Gallia, OH",47674,52216.87,5588,3582,55.480000000000004,27.13,17.39,91.3,38.8309103,-82.5176592
899,OH,"Seneca, OH",47605,52141.29,11146,6467,52.769999999999996,29.89,17.34,91.3,41.043539,-83.247417
900,OH,"Van Wert, OH",49328,54028.48,6079,3348,51.599999999999994,31.21,17.19,91.3,40.8616225,-84.5755178
901,OH,"Logan, OH",50151,54929.9,9392,5339,52.92999999999999,30.01,17.06,91.3,39.5398708,-82.4084891
902,OH,"Fulton, OH",52995,58044.91,9540,4919,49.89,33.06,17.05,91.3,40.4625607,-82.8287896
903,OH,"Sandusky, OH",48982,53649.51,13320,6759,51.129999999999995,32.42,16.45,91.3,41.4561002,-82.7115813
904,OH,"Ross, OH",45596,49940.85,15417,8809,55.56,28.28,16.16,91.3,39.312296,-84.6507966
905,OH,"Belmont, OH",45375,49698.8,15451,8053,52.84,31.0,16.16,91.3,40.0292374,-81.0389883
906,OH,"Hardin, OH",40636,44508.21,4846,3089,58.879999999999995,25.11,16.01,91.3,40.2864377,-84.2421677
907,OH,"Paulding, OH",48972,53638.55,3752,2064,55.17,28.92,15.91,91.3,41.1381051,-84.5805082
908,OH,"Champaign, OH",50151,54929.9,7918,4282,54.72,29.39,15.89,91.3,40.1726987,-83.7701999
909,OH,"Lawrence, OH",46838,51301.2,11695,6678,56.45,27.72,15.83,91.3,38.645079,-82.6734967
910,OH,"Scioto, OH",46946,51419.5,14550,8219,56.779999999999994,27.62,15.6,91.3,40.2803389,-83.1407457
911,OH,"Adams, OH",43092,47198.25,4406,2944,61.25,23.23,15.52,91.3,40.148981,-84.480951
912,OH,"Darke, OH",51549,56461.12,9933,5424,56.370000000000005,28.22,15.41,91.3,40.168765,-84.631372
913,OH,"Crawford, OH",45755,50115.01,8499,4504,55.739999999999995,28.93,15.33,91.3,40.9197777,-83.3421447
914,OH,"Fayette, OH",47851,52410.73,4608,2988,61.24999999999999,23.51,15.24,91.3,41.6733867,-84.3268927
915,OH,"Williams, OH",49310,54008.76,8708,3862,50.889999999999986,34.02,15.09,91.3,41.5018224,-84.5923785
916,OH,"Guernsey, OH",48667,53304.49,7684,4118,56.78,28.14,15.08,91.3,40.1817377,-81.5923431
917,OH,"Ashtabula, OH",46280,50690.03,19433,10221,56.68,28.39,14.93,91.3,41.865054,-80.789809
918,OH,"Coshocton, OH",42403,46443.59,6824,3782,58.25,26.86,14.89,91.3,40.2720151,-81.8595757
919,OH,"Jackson, OH",42680,46746.99,5875,3306,58.81,26.36,14.83,91.3,39.0520169,-82.6365537
920,OH,"Huron, OH",48213,52807.23,11547,5851,56.160000000000004,29.1,14.74,91.3,41.3870728,-82.546215
921,OH,"Morrow, OH",49162,53846.66,7126,3611,56.230000000000004,29.05,14.72,91.3,39.3545046,-84.1271568
922,OH,"Columbiana, OH",45580,49923.33,22138,10743,55.51,29.95,14.54,91.3,40.8886356,-80.6935916
923,OH,"Brown, OH",45795,50158.82,8663,4357,57.239999999999995,28.45,14.31,91.3,39.9417247,-84.0674374
924,OH,"Pike, OH",46730,51182.91,4956,2741,60.1,25.69,14.21,91.3,39.676067,-82.191111
925,OH,"Hocking, OH",46421,50844.47,6131,2773,55.5,30.64,13.86,91.3,39.3678487,-82.2657052
926,OH,"Highland, OH",44454,48690.03,7904,4066,59.38000000000001,26.82,13.8,91.3,39.3445075,-83.5974203
927,OH,"Carroll, OH",48319,52923.33,5300,2594,59.79,27.0,13.21,91.3,39.7989528,-82.7010016
928,OH,"Perry, OH",46028,50414.02,6715,3235,59.89000000000001,27.07,13.04,91.3,41.760326,-81.140932
929,OH,"Marion, OH",43814,47989.05,14868,5977,54.9,32.17,12.93,91.3,40.5886259,-83.1287349
930,OH,"Vinton, OH",42290,46319.82,2230,1176,62.900000000000006,24.29,12.81,91.3,38.9764655,-82.3415421
931,OH,"Harrison, OH",45968,50348.3,2863,1353,61.46,26.17,12.37,91.3,39.25611035,-84.79149017393418
932,OH,"Meigs, OH",43469,47611.17,4492,1978,60.330000000000005,27.54,12.13,91.3,39.1659099,-81.8973589
933,OH,"Monroe, OH",43844,48021.91,2776,1214,60.39,27.56,12.05,91.3,39.4432691,-84.363365
934,OH,"Noble, OH",32713,35830.23,2701,1214,64.4,24.56,11.04,91.3,41.31184,-84.412369
935,OH,"Morgan, OH",43249,47370.21,3177,1095,59.239999999999995,30.31,10.45,91.3,39.348124,-84.760913
936,OH,"Holmes, OH",54118,59274.92,3493,2692,76.15,13.47,10.38,91.3,40.863115,-83.018365
937,WY,"Albany, WY",48528,51461.29,5899,11983,17.51999999999999,27.21,55.27,94.3,41.6684047,-105.6812633
938,WY,"Teton, WY",318297,337536.59,4270,9789,20.939999999999998,24.01,55.05,94.3,43.9139214,-110.6380363
939,WY,"Park, WY",65944,69930.01,7533,7352,29.410000000000004,35.72,34.87,94.3,44.6076072,-109.5678484
940,WY,"Johnson, WY",61294,64998.94,2295,2057,29.93,36.95,33.12,94.3,44.0155638,-106.6140815
941,WY,"Sheridan, WY",64449,68344.64,7978,6597,32.29,37.06,30.65,94.3,44.797194,-106.956179
942,WY,"Laramie, WY",58646,62190.88,25970,20426,31.36,38.42,30.22,94.3,41.311367,-105.591101
943,WY,"Sublette, WY",65620,69586.43,2433,1944,35.33,35.95,28.72,94.3,42.736927,-109.9905911
944,WY,"Goshen, WY",50633,53693.53,3563,2389,36.14,38.23,25.63,94.3,42.0657096,-104.3541422
945,WY,"Fremont, WY",51452,54562.04,9810,6615,38.39,36.8,24.81,94.3,43.0293336,-108.5772551
946,WY,"Crook, WY",51825,54957.58,2010,1248,37.2,38.74,24.06,94.3,44.5746536,-104.5816096
947,WY,"Washakie, WY",60235,63875.93,2174,1313,36.769999999999996,39.42,23.81,94.3,43.9308684,-107.6704088
948,WY,"Hot Springs, WY",78817,83581.12,1547,800,30.93,45.53,23.54,94.3,43.7008749,-108.409568
949,WY,"Natrona, WY",70175,74416.76,22208,12826,35.760000000000005,40.72,23.52,94.3,42.9487008,-106.8465639
950,WY,"Lincoln, WY",61945,65689.29,4951,2921,39.82,37.85,22.33,94.3,42.1765551,-110.7208048
951,WY,"Sweetwater, WY",56934,60375.4,11034,5989,39.71,39.08,21.21,94.3,41.6239475,-108.9702314
952,WY,"Carbon, WY",64804,68721.1,3356,2122,47.14,32.38,20.48,94.3,41.7423474,-106.8625645
953,WY,"Big Horn, WY",47259,50115.59,3254,1600,39.11,40.82,20.07,94.3,44.4952545,-108.0024782
954,WY,"Campbell, WY",56008,59393.43,11380,5964,42.57,37.68,19.75,94.3,44.1908398,-105.5775352
955,WY,"Converse, WY",69583,73788.97,3518,1865,43.2,37.12,19.68,94.3,43.0202459,-105.5046207
956,WY,"Platte, WY",53368,56593.85,2210,1252,46.519999999999996,34.14,19.34,94.3,42.0923141,-104.9870991
957,WY,"Uinta, WY",44157,46826.09,4758,2501,44.559999999999995,36.34,19.1,94.3,41.2631855,-110.5678519
958,WY,"Niobrara, WY",53797,57048.78,711,298,41.769999999999996,41.03,17.2,94.3,43.0087581,-104.4565524
959,WY,"Weston, WY",49526,52519.62,1874,848,44.81999999999999,37.99,17.19,94.3,43.8397865,-104.5361902
960,GA,"Forsyth, GA",73337,82586.71,35775,84463,21.929999999999993,23.23,54.84,88.8,33.0342974,-83.938242
961,GA,"Fulton, GA",102074,114948.2,152216,390293,24.229999999999997,21.26,54.51,88.8,34.0580391,-84.2961283
962,GA,"Oconee, GA",76403,86039.41,6357,12999,24.72,24.72,50.56,88.8,32.8554338,-82.949866
963,GA,"Cobb, GA",67616,76144.14,131540,247382,25.799999999999997,25.76,48.44,88.8,31.9591236,-83.9881802
964,GA,"Fayette, GA",73202,82434.68,21413,36287,25.65,27.59,46.76,88.8,33.3899269,-84.4953763
965,GA,"DeKalb, GA",61861,69663.29,124143,235192,30.340000000000003,24.07,45.59,88.8,33.7575613,-84.2186508
966,GA,"Clarke, GA",40672,45801.8,17467,32680,30.410000000000004,24.24,45.35,88.8,33.9458693,-83.3557816
967,GA,"Gwinnett, GA",50256,56594.59,165597,221368,34.62,27.98,37.4,88.8,33.9566869,-84.0227467
968,GA,"Cherokee, GA",60235,67832.21,54574,63411,31.299999999999997,31.78,36.92,88.8,34.1681526,-84.570765
969,GA,"Columbia, GA",58242,65587.84,33062,37504,31.360000000000007,32.16,36.48,88.8,33.5313102,-82.2563979
970,GA,"Chatham, GA",54586,61470.72,62117,67476,34.010000000000005,31.63,34.36,88.8,32.069798,-81.15612088999877
971,GA,"Dawson, GA",53996,60806.31,5098,6052,38.01,28.34,33.65,88.8,31.7735001,-84.4465827
972,GA,"Coweta, GA",57721,65001.13,29387,32708,36.86000000000001,29.88,33.26,88.8,33.3500656,-84.7545734
973,GA,"Bryan, GA",54772,61680.18,8183,7966,33.18,33.86,32.96,88.8,32.0034889,-81.4241017
974,GA,"Towns, GA",45939,51733.11,2729,2824,35.94,31.48,32.58,88.8,32.0056876,-82.7536605
975,GA,"Harris, GA",56595,63733.11,8640,7921,32.24000000000001,35.35,32.41,88.8,32.96818,-84.71271
976,GA,"Lumpkin, GA",44843,50498.87,5517,6558,42.14999999999999,26.43,31.42,88.8,32.0509895,-84.7990901
977,GA,"Houston, GA",48929,55100.23,35411,31578,34.260000000000005,34.75,30.99,88.8,33.1595654,-85.1377196
978,GA,"Greene, GA",67417,75920.05,3393,4047,43.86000000000001,25.6,30.54,88.8,33.9540032,-83.5304412
979,GA,"Glynn, GA",55351,62332.21,19148,17734,38.27,32.05,29.68,88.8,31.2171726,-81.5012681
980,GA,"Rabun, GA",50488,56855.86,3551,3693,44.31,27.3,28.39,88.8,34.8796123,-83.4251357
981,GA,"Douglas, GA",44779,50426.8,27906,26445,42.16,29.7,28.14,88.8,31.5088073,-82.8498654
982,GA,"Henry, GA",46961,52884.01,48358,41851,39.519999999999996,32.42,28.06,88.8,33.4519942,-84.1367771
983,GA,"Bulloch, GA",37901,42681.31,13990,12092,40.44,31.95,27.61,88.8,32.3846338,-81.744832
